,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
248,55.0,3.120e-02,0.473,3.123e+05,0.691,4.040e-03,0.147,-7.984,0.025,82.118,0.421,Alternative
249,51.0,5.370e-03,0.507,2.311e+05,0.686,0.000e+00,0.124,-4.974,0.040,120.406,0.389,Rock
250,63.0,4.140e-02,0.325,1.532e+05,0.872,0.000e+00,0.478,-2.535,0.101,199.842,0.744,Rock
251,53.0,9.850e-01,0.336,1.904e+05,0.062,8.910e-01,0.110,-20.494,0.036,60.705,0.197,Jazz
252,67.0,5.000e-02,0.813,,0.977,,,-6.078,0.048,,0.842,Rock
253,,7.980e-03,0.672,,0.688,,,-9.605,0.037,,0.808,Electronic
254,56.0,1.160e-02,0.507,-1.000e+00,0.666,3.430e-01,0.129,-8.362,0.029,77.979,0.185,Rock
255,55.0,1.280e-01,0.534,2.955e+05,0.663,3.630e-05,0.431,-5.480,0.029,141.525,0.573,Rock
256,32.0,7.440e-04,0.471,2.285e+05,0.944,5.870e-04,0.193,-4.673,0.069,94.414,0.763,Blues
257,76.0,,0.667,2.079e+05,,1.500e-02,0.097,-5.935,0.068,114.981,0.485,Rock
258,62.0,,,2.212e+05,,3.310e-05,0.112,-8.821,0.036,95.239,,Rock
259,20.0,9.180e-04,0.167,-1.000e+00,0.461,7.930e-01,0.113,-10.650,0.033,87.030,0.103,Anime
260,41.0,1.780e-01,0.700,2.272e+05,0.679,0.000e+00,0.079,-7.019,0.117,78.817,0.412,Country
261,53.0,,0.655,3.047e+05,,0.000e+00,0.064,-12.824,,118.732,0.528,Country
262,55.0,1.340e-02,,2.171e+05,0.626,0.000e+00,0.349,-7.155,0.045,134.028,,Alternative
263,38.0,1.080e-03,0.776,4.485e+05,0.703,8.800e-01,0.352,-16.542,0.050,125.938,0.922,Jazz
264,59.0,8.880e-03,,2.250e+05,0.951,1.260e-03,0.376,-3.888,0.097,158.075,,Rock
265,33.0,9.900e-01,0.393,-1.000e+00,0.112,9.240e-01,0.123,-24.031,0.035,139.968,0.487,Classical
266,52.0,1.010e-03,0.565,2.139e+05,0.905,0.000e+00,0.325,-3.575,0.057,126.011,0.684,Rock
267,62.0,2.080e-02,0.575,2.498e+05,0.478,1.110e-05,0.144,-5.517,0.031,125.968,0.297,Rock
268,34.0,3.230e-06,0.275,1.446e+05,0.958,9.590e-01,0.315,-9.171,0.041,99.993,0.727,Blues
269,59.0,1.770e-03,0.568,1.979e+05,0.871,4.060e-04,0.360,-5.235,0.049,133.064,0.693,Rock
270,61.0,,0.596,1.850e+05,,1.510e-01,0.135,-5.820,0.070,149.999,0.560,Rock
271,49.0,,0.704,-1.000e+00,,1.100e-01,0.154,,0.032,128.807,0.789,Rock
272,,1.930e-01,0.477,,0.471,,0.131,-10.036,0.028,81.204,0.423,Rock
273,54.0,9.360e-01,0.696,1.310e+05,0.234,4.300e-05,0.114,-14.541,0.038,130.302,0.484,Jazz
274,53.0,,0.492,2.020e+05,,1.620e-01,0.255,-6.790,0.033,84.237,0.323,Rock
275,58.0,8.380e-01,0.665,-1.000e+00,0.253,0.000e+00,0.168,-7.326,0.051,142.252,0.477,Rock
276,30.0,,,2.122e+05,,9.040e-01,0.513,-11.301,0.038,163.163,,Jazz
277,49.0,,0.562,2.841e+05,,0.000e+00,0.322,-7.974,0.203,93.378,0.362,Alternative
278,68.0,2.650e-03,0.553,1.733e+05,0.917,9.910e-03,0.070,-8.806,0.091,101.798,0.781,Rock
279,55.0,8.410e-02,,3.845e+05,0.639,0.000e+00,0.371,-9.910,0.034,149.686,,Rock
280,,7.060e-03,0.572,,0.868,,,-4.833,0.047,,0.248,
281,54.0,7.270e-02,0.609,-1.000e+00,0.876,6.960e-06,0.078,-5.777,0.044,152.043,0.390,Rock
282,55.0,6.740e-02,0.432,-1.000e+00,0.612,1.340e-06,0.111,-6.871,0.029,89.995,0.113,Rock
283,56.0,3.490e-04,0.684,2.688e+05,0.906,5.500e-01,0.103,-6.661,,101.460,0.555,Rock
284,55.0,4.790e-01,0.345,,0.461,,,-12.063,0.065,,0.171,Rock
285,54.0,1.740e-01,0.568,2.136e+05,0.714,0.000e+00,0.043,-7.139,,146.338,0.955,Rock
286,33.0,9.330e-01,0.304,-1.000e+00,0.126,9.390e-01,0.124,-20.634,0.029,84.377,0.307,Jazz
287,57.0,1.750e-01,0.541,1.746e+05,0.662,0.000e+00,0.080,-7.196,0.038,144.046,0.742,Rock
288,35.0,,0.375,1.436e+05,,4.720e-06,0.086,-12.955,0.034,67.714,0.379,Classical
289,28.0,1.210e-01,0.365,3.339e+05,0.676,7.010e-01,0.478,-8.700,0.112,149.220,0.599,Blues
290,40.0,9.660e-01,0.716,2.192e+05,0.404,9.090e-01,0.107,-13.790,,96.979,0.565,Electronic
291,57.0,9.720e-01,0.193,2.080e+05,0.033,9.290e-01,0.098,-28.228,0.046,82.165,0.037,Classical
292,59.0,2.280e-01,0.573,2.336e+05,0.656,0.000e+00,0.065,-5.954,0.056,81.952,0.668,Rock
293,70.0,,0.606,1.930e+05,,0.000e+00,0.337,-4.404,0.060,119.974,0.903,Rock
294,74.0,,,3.828e+05,,2.010e-03,0.269,-10.421,0.152,124.193,,Rock
295,24.0,1.100e-01,0.626,3.684e+05,0.994,4.150e-02,0.304,-2.849,0.080,129.993,0.475,Anime
296,64.0,1.630e-04,0.408,1.969e+05,0.817,3.000e-02,0.403,-4.590,0.076,120.406,0.288,Rock
297,57.0,1.230e-01,0.749,2.381e+05,0.649,0.000e+00,0.371,-8.623,0.053,120.068,0.146,Rap
298,52.0,6.140e-03,0.515,2.602e+05,0.912,1.770e-01,0.157,,0.069,107.131,0.596,Rock
299,64.0,,0.505,-1.000e+00,,0.000e+00,0.113,-5.146,0.036,140.066,0.623,Rock
300,61.0,4.910e-01,,2.881e+05,0.467,1.750e-01,0.081,-10.862,0.030,113.713,,Blues
301,55.0,3.740e-01,0.926,2.131e+05,0.354,0.000e+00,0.490,-10.773,0.511,105.005,0.561,Hip-Hop
302,51.0,2.700e-01,0.648,2.482e+05,0.637,4.220e-06,0.047,-10.138,0.030,120.406,0.738,Rock
303,,8.260e-01,0.153,,0.359,,0.082,-17.719,0.038,83.894,0.313,Anime
304,57.0,4.020e-01,0.498,-1.000e+00,0.806,5.740e-06,0.525,-5.284,0.026,120.406,0.664,Rock
305,,6.640e-03,0.496,,0.554,,,-8.487,0.365,,0.328,Rap
306,57.0,1.230e-01,0.749,2.381e+05,0.649,0.000e+00,0.371,-8.623,0.053,120.068,0.146,Hip-Hop
307,44.0,2.540e-04,0.378,2.874e+05,0.919,8.990e-01,0.610,-6.234,0.049,93.045,0.205,Jazz
308,52.0,6.940e-01,0.771,,0.458,,0.078,-7.652,0.033,109.089,0.707,Jazz
309,36.0,8.470e-01,0.465,1.312e+05,0.431,0.000e+00,0.360,-10.847,0.030,93.981,0.740,Blues
310,56.0,4.630e-03,,2.080e+05,0.854,0.000e+00,0.344,-5.030,0.164,186.061,,Rock
311,57.0,9.290e-02,0.680,1.868e+05,0.798,0.000e+00,0.075,-4.978,0.116,116.989,0.594,Rock
312,62.0,9.630e-03,0.639,2.462e+05,0.903,7.060e-05,0.174,,0.037,135.938,0.960,Rock
313,38.0,1.620e-02,0.636,1.822e+05,0.526,2.300e-06,0.089,-7.372,0.036,76.447,0.338,Blues
314,48.0,,,5.740e+05,,6.820e-01,0.268,-13.336,0.031,119.596,,Rock
315,62.0,8.120e-02,0.560,2.308e+05,0.798,1.540e-06,0.327,-6.672,,124.397,0.675,Rock
316,68.0,4.610e-01,0.573,1.428e+05,0.683,0.000e+00,0.093,-6.644,0.176,169.519,0.817,Rock
317,25.0,2.420e-02,0.449,3.765e+05,0.891,2.580e-01,0.669,-4.118,0.135,109.953,0.544,Electronic
318,56.0,2.520e-01,0.873,1.814e+05,0.872,0.000e+00,0.335,-0.883,0.170,97.978,0.683,Hip-Hop
319,63.0,1.290e-02,,1.309e+05,0.914,0.000e+00,0.079,,0.266,93.532,,Rap
320,68.0,1.250e-02,0.426,1.667e+05,0.894,4.100e-04,0.187,-6.699,0.174,108.725,0.630,Alternative
321,25.0,1.660e-02,0.376,2.551e+05,0.300,8.420e-04,0.483,-5.861,0.030,99.677,0.277,Anime
322,33.0,2.890e-01,0.546,2.949e+05,0.437,3.120e-04,0.119,-8.993,0.033,129.955,0.534,Blues
323,47.0,4.740e-01,0.782,-1.000e+00,0.791,1.200e-03,0.056,-6.321,0.038,99.992,0.819,Jazz
324,67.0,,0.476,2.021e+05,,7.290e-03,0.094,-3.506,0.132,140.404,0.416,Rock
325,13.0,7.610e-01,0.544,2.148e+05,0.792,0.000e+00,0.335,,0.046,119.998,0.615,Anime
326,65.0,,0.465,2.178e+05,,2.000e-02,0.286,-6.331,0.237,155.061,0.390,Rock
327,70.0,8.230e-02,,2.149e+05,0.759,4.440e-05,0.099,-5.670,0.037,124.725,,Rock
328,18.0,9.030e-01,0.477,-1.000e+00,0.221,8.520e-01,0.113,-20.078,0.033,128.154,0.198,Anime
329,60.0,2.120e-01,0.661,2.065e+05,0.743,2.040e-06,0.098,-7.760,0.033,106.045,0.897,Rock
330,41.0,1.800e-02,0.482,1.725e+05,0.864,0.000e+00,0.074,-4.040,0.095,185.736,0.771,Alternative
331,60.0,6.480e-01,0.443,1.594e+05,0.489,4.240e-01,0.131,-6.932,0.035,124.031,0.052,Rock
332,62.0,1.080e-02,0.743,2.433e+05,0.670,7.020e-02,0.220,-4.547,0.029,110.832,0.934,Rock
333,64.0,5.070e-02,0.693,1.846e+05,0.563,2.100e-03,0.112,-8.553,,155.962,0.618,Rap
334,65.0,2.070e-02,,1.929e+05,0.973,8.390e-01,0.038,,0.260,160.018,,Electronic
335,41.0,9.340e-01,0.185,1.828e+05,0.081,1.250e-02,0.084,-21.025,0.043,89.936,0.057,Classical
336,63.0,4.670e-04,,2.545e+05,0.704,1.330e-05,0.326,-6.835,0.030,99.804,,Rock
337,38.0,9.920e-01,0.379,2.396e+05,0.279,9.070e-01,0.107,-12.694,0.034,89.918,0.293,Jazz
338,,6.020e-01,0.658,,0.626,,0.682,-6.069,0.328,120.406,0.738,Hip-Hop
339,64.0,1.650e-03,,2.393e+05,0.780,2.140e-05,0.156,-4.939,0.036,145.125,,Rock
340,36.0,4.120e-02,0.578,,0.826,,,-5.042,,,0.534,Country
341,46.0,,0.612,3.167e+05,,1.670e-01,0.104,-8.637,0.040,79.975,0.661,Electronic
342,57.0,,0.539,2.571e+05,,1.790e-05,0.121,-4.884,0.027,88.969,0.503,Country
343,63.0,,0.647,2.175e+05,,7.030e-01,0.078,-4.692,0.029,110.059,0.268,Rock
344,63.0,7.880e-01,0.688,1.657e+05,0.711,2.640e-05,0.068,,0.083,152.277,0.935,Rock
345,50.0,1.270e-03,0.410,1.831e+05,0.979,1.250e-02,0.355,-5.021,0.106,146.741,0.478,Rock
346,60.0,7.920e-03,,2.879e+05,0.872,8.000e-01,0.261,-7.313,0.050,167.946,,Rock
347,69.0,,0.499,1.342e+05,,0.000e+00,0.165,-3.902,0.039,142.726,0.864,Rock
348,38.0,1.330e-02,,2.013e+05,0.869,0.000e+00,0.140,-4.624,0.050,80.980,,Country
349,44.0,5.970e-01,0.669,1.924e+05,0.699,3.090e-05,0.200,-6.882,0.058,92.006,0.368,Alternative
350,71.0,3.320e-04,0.305,2.068e+05,0.832,2.400e-05,0.091,-7.981,0.040,100.677,0.585,Rock
351,54.0,9.290e-01,,3.903e+05,0.195,8.070e-01,0.080,-19.454,0.034,126.862,,Rock
352,67.0,3.120e-02,,2.448e+05,0.914,8.920e-05,0.048,-3.834,0.107,97.021,,Rock
353,42.0,2.950e-02,0.291,1.947e+05,0.598,2.270e-03,0.074,-6.972,,146.245,0.186,Alternative
354,48.0,,0.740,1.303e+05,,0.000e+00,0.380,-9.483,0.054,113.713,0.844,Country
355,47.0,,0.605,,,,,-7.035,0.034,,0.434,Alternative
356,51.0,2.130e-01,0.535,3.913e+05,0.551,8.720e-06,0.172,-9.990,0.034,79.414,0.631,Rock
357,61.0,3.340e-01,0.506,-1.000e+00,0.526,5.390e-04,0.091,-9.936,0.029,129.641,0.591,Rock
358,53.0,,0.757,1.924e+05,,1.450e-05,0.112,-5.644,0.043,121.968,0.960,Rock
359,33.0,7.310e-02,0.654,1.483e+05,0.726,8.910e-01,0.243,-5.491,0.035,90.969,0.560,Electronic
360,58.0,1.070e-03,0.500,2.072e+05,0.836,4.030e-05,0.197,-6.165,0.045,90.011,0.410,Rock
361,53.0,2.160e-03,0.474,1.327e+05,0.994,1.260e-01,0.314,-1.884,0.103,171.433,0.847,Rap
362,62.0,4.530e-01,,2.133e+05,0.493,0.000e+00,0.241,-8.786,0.033,127.671,,Rock
363,40.0,8.510e-03,0.549,1.992e+05,0.895,1.120e-06,0.131,-7.145,0.044,134.595,0.950,Alternative
364,41.0,8.850e-01,0.454,2.647e+05,0.206,1.080e-04,0.067,-14.855,0.033,167.169,0.336,Blues
365,38.0,7.330e-01,0.540,-1.000e+00,0.370,9.320e-04,0.089,-12.017,0.046,88.360,0.208,Blues
366,67.0,6.620e-02,0.816,,0.813,,0.602,-7.798,0.066,127.979,0.436,Rap
367,23.0,,0.514,2.623e+05,,7.780e-01,0.140,-6.601,0.117,143.844,0.444,Anime
368,29.0,1.760e-01,0.609,3.442e+05,0.888,0.000e+00,0.150,-2.814,0.036,119.959,0.696,Anime
369,6.0,9.780e-01,0.239,7.088e+05,0.051,8.740e-01,0.101,-23.135,0.045,110.333,0.039,Classical
370,27.0,5.050e-01,,2.172e+05,0.383,0.000e+00,0.392,-13.074,0.046,110.522,,Blues
371,32.0,9.380e-03,0.495,2.004e+05,0.786,7.520e-03,0.107,-10.510,0.035,142.266,0.696,Blues
372,59.0,4.080e-01,0.888,2.369e+05,0.687,0.000e+00,0.061,-7.744,0.107,115.034,0.432,Electronic
373,70.0,6.660e-03,0.494,1.751e+05,0.939,0.000e+00,0.139,-3.127,0.126,177.751,0.893,Alternative
374,30.0,3.310e-01,0.779,-1.000e+00,0.769,1.430e-06,0.076,-5.780,0.038,127.960,0.941,Anime
375,64.0,7.900e-01,,1.335e+05,0.338,0.000e+00,0.105,-13.887,0.045,122.421,,Rock
376,40.0,1.380e-02,0.770,-1.000e+00,0.721,5.050e-01,0.097,-8.008,0.053,119.996,0.366,Electronic
377,54.0,2.060e-01,0.501,2.472e+05,0.903,0.000e+00,0.155,-4.327,0.120,131.957,0.432,Hip-Hop
378,59.0,,0.674,-1.000e+00,,0.000e+00,0.694,,0.029,114.048,0.889,Rock
379,51.0,1.110e-03,0.298,1.975e+05,0.597,0.000e+00,0.082,-12.107,0.034,180.434,0.536,Rock
380,52.0,3.840e-03,0.544,2.101e+05,0.625,6.570e-03,0.089,-6.797,0.034,75.243,0.430,Rock
381,33.0,8.290e-01,0.218,3.722e+05,0.244,9.300e-01,0.129,-16.472,0.040,83.739,0.060,Classical
382,63.0,4.070e-01,0.759,2.209e+05,0.779,6.100e-02,0.159,-9.375,0.035,128.211,0.918,Rock
383,34.0,,0.544,-1.000e+00,,1.720e-02,0.266,-5.031,0.061,168.364,0.462,Electronic
384,57.0,4.050e-01,0.584,1.990e+05,0.740,4.150e-06,0.569,-6.313,0.242,62.916,0.330,Rock
385,45.0,4.450e-01,0.715,1.970e+05,0.662,0.000e+00,0.081,-5.761,0.188,87.904,0.626,Jazz
386,44.0,1.010e-02,0.698,2.128e+05,0.676,2.570e-05,0.112,-11.717,,116.486,0.961,Country
387,61.0,9.870e-03,0.678,2.681e+05,0.530,2.740e-04,0.044,,0.024,91.779,0.678,Rock
388,54.0,8.870e-02,0.626,2.609e+05,0.691,9.630e-05,0.115,-5.873,0.028,109.005,0.396,Rock
389,75.0,5.820e-01,0.651,2.029e+05,0.708,0.000e+00,0.080,-4.791,,119.964,0.558,Rock
390,73.0,1.700e-01,0.837,-1.000e+00,0.549,0.000e+00,0.057,-5.722,0.167,121.954,0.209,Rap
391,71.0,3.110e-02,0.654,2.120e+05,0.726,6.350e-05,0.062,-3.803,0.040,103.987,0.728,Rock
392,55.0,,0.684,2.390e+05,,2.980e-05,0.063,-5.460,0.031,115.940,0.565,Rock
393,64.0,7.660e-02,,3.274e+05,0.499,1.550e-06,0.111,-10.972,0.069,171.067,,Rock
394,54.0,1.410e-01,0.535,2.250e+05,0.803,0.000e+00,0.297,-4.116,0.046,147.902,0.342,Rock
395,65.0,7.230e-01,0.714,-1.000e+00,0.343,5.480e-06,0.102,-7.641,0.380,72.348,0.372,Rap
396,63.0,3.220e-05,0.470,2.151e+05,0.885,1.960e-01,0.169,,0.035,138.153,0.790,Rock
397,67.0,3.440e-01,0.489,1.761e+05,0.637,0.000e+00,0.176,-5.014,,170.157,0.345,Rock
398,44.0,8.480e-04,0.726,,0.892,,0.831,-2.278,0.056,120.100,0.334,Electronic
399,54.0,2.290e-01,0.862,1.487e+05,0.598,3.040e-03,0.135,-6.667,0.061,141.934,0.561,Hip-Hop
400,50.0,1.020e-01,0.307,3.672e+05,0.407,5.710e-02,0.103,-8.250,0.028,90.255,0.043,Alternative
401,65.0,,0.643,2.489e+05,,7.710e-06,0.495,-4.660,0.078,120.723,0.526,Rock
402,19.0,,0.666,2.525e+05,,0.000e+00,0.130,-5.509,0.026,138.029,0.512,Anime
403,64.0,2.500e-01,0.546,1.781e+05,0.631,0.000e+00,0.123,-5.757,0.028,129.556,0.569,Rock
404,41.0,2.410e-03,,1.966e+05,0.931,8.520e-01,0.356,-3.817,0.071,140.031,,Electronic
405,39.0,6.720e-04,0.560,2.190e+05,0.870,1.090e-01,0.129,-3.492,0.052,160.044,0.345,Electronic
406,63.0,3.840e-03,0.635,1.904e+05,0.908,8.340e-02,0.239,-4.795,0.056,110.012,0.637,Rock
407,56.0,2.590e-01,0.534,2.339e+05,0.457,4.000e-04,0.203,-8.660,0.027,140.798,0.271,Rock
408,57.0,7.320e-01,,-1.000e+00,0.298,2.950e-03,0.100,-13.477,0.036,128.022,,Rock
409,48.0,1.610e-01,0.481,2.343e+05,0.571,4.940e-03,0.357,-8.582,0.030,167.634,0.634,Rock
410,49.0,8.210e-04,,2.174e+05,0.890,0.000e+00,0.091,-5.759,0.066,100.061,,Rock
411,53.0,9.940e-01,0.222,1.614e+05,0.012,9.250e-01,0.102,-32.855,0.036,72.774,0.140,Classical
412,64.0,2.980e-01,0.541,1.601e+05,0.608,0.000e+00,0.234,-13.083,0.106,171.992,0.938,Rock
413,,,0.155,,,,0.095,-26.549,0.045,92.442,0.073,Classical
414,62.0,8.190e-02,0.421,3.004e+05,0.963,0.000e+00,0.500,-2.160,0.415,120.406,0.494,Rap
415,59.0,3.100e-02,0.513,2.427e+05,0.770,0.000e+00,0.198,-5.131,0.028,120.406,0.849,Rock
416,47.0,,0.699,1.471e+05,,0.000e+00,0.108,-4.952,0.215,144.880,0.812,Alternative
417,67.0,7.380e-03,0.547,1.971e+05,0.804,0.000e+00,0.031,-5.268,0.036,142.016,0.666,Rock
418,62.0,7.270e-01,0.730,1.631e+05,0.504,0.000e+00,0.143,-11.686,0.048,126.282,0.883,Rock
419,56.0,1.160e-02,0.528,2.081e+05,0.888,7.620e-01,0.154,-6.039,0.033,145.971,0.897,Rock
420,58.0,3.350e-01,0.792,2.306e+05,0.808,0.000e+00,0.269,-4.156,0.096,92.064,0.709,
421,58.0,,0.627,,,,,-12.330,0.040,,0.323,Rock
422,69.0,4.500e-01,0.643,2.501e+05,0.809,1.220e-06,0.154,-3.275,0.028,112.677,0.499,Rock
423,58.0,2.200e-01,,2.383e+05,0.528,3.500e-01,0.140,-13.382,0.036,117.472,,Rock
424,50.0,,0.884,2.287e+05,,1.040e-03,0.050,-8.919,,99.018,0.415,Rap
425,44.0,4.620e-02,0.676,1.951e+05,0.788,0.000e+00,0.173,-5.757,0.099,120.406,0.384,Country
426,2.0,4.980e-01,0.539,5.510e+04,0.453,8.750e-01,0.106,-21.199,0.068,82.184,0.764,Jazz
427,43.0,1.630e-01,0.810,3.505e+05,0.590,6.000e-02,0.096,-7.421,0.047,120.017,0.662,Jazz
428,50.0,,0.624,3.699e+05,,2.040e-01,0.066,-10.746,0.028,144.049,0.713,Rock
429,53.0,9.170e-01,0.561,2.289e+05,0.252,0.000e+00,0.106,-9.448,0.035,144.226,0.346,Rock
430,73.0,,0.467,3.203e+05,,2.480e-02,0.118,-10.451,0.025,94.301,0.166,Rock
431,44.0,,0.221,1.842e+05,,9.570e-01,0.076,-23.238,0.037,102.960,0.127,Classical
432,54.0,1.490e-01,0.738,2.576e+05,0.879,0.000e+00,0.102,-4.444,0.245,90.338,0.893,Rap
433,48.0,2.030e-01,0.673,2.129e+05,0.838,8.800e-06,0.105,-5.922,0.314,168.114,0.872,Hip-Hop
434,32.0,8.060e-01,0.423,1.238e+05,0.156,5.870e-04,0.623,-17.959,0.039,135.911,0.563,Classical
435,37.0,,,2.053e+05,,9.520e-01,0.110,-6.854,0.033,186.004,,Classical
436,39.0,,0.206,2.083e+05,,9.590e-01,0.144,-23.543,0.046,114.943,0.038,Classical
437,31.0,1.140e-05,0.294,2.539e+05,0.921,8.040e-05,0.080,-4.165,0.081,184.780,0.241,Classical
438,56.0,5.790e-03,0.939,1.445e+05,0.373,0.000e+00,0.274,-7.779,0.227,119.953,0.060,Rap
439,64.0,6.060e-05,0.451,1.942e+05,0.815,0.000e+00,0.270,-5.550,0.037,147.974,0.618,Alternative
440,48.0,4.490e-01,,1.500e+05,0.485,2.330e-06,0.072,-7.164,0.060,119.161,,Jazz
441,56.0,1.530e-01,0.731,-1.000e+00,0.488,4.440e-06,0.063,-7.256,0.054,93.981,0.465,Hip-Hop
442,36.0,1.390e-01,0.635,2.491e+05,0.476,5.970e-05,0.103,-10.441,0.072,88.053,0.522,Blues
443,47.0,1.760e-01,0.809,1.490e+05,0.701,0.000e+00,0.184,-12.484,0.057,105.696,0.563,Blues
444,54.0,1.730e-04,0.521,2.060e+05,0.919,2.180e-03,0.301,-3.146,0.048,131.726,0.746,Rock
445,21.0,6.140e-01,,8.996e+04,0.433,7.640e-01,0.108,-10.354,0.146,80.038,,Electronic
446,27.0,7.020e-01,0.738,1.602e+05,0.411,8.600e-03,0.106,-8.988,0.051,76.005,0.651,Blues
447,47.0,4.040e-01,0.467,1.576e+05,0.581,0.000e+00,0.149,-9.768,0.456,91.108,0.152,Hip-Hop
448,50.0,8.790e-02,0.776,,0.601,,,-6.041,0.049,,0.416,Alternative
449,39.0,8.100e-01,,2.137e+05,0.395,0.000e+00,0.346,-11.674,0.031,136.467,,Country
450,72.0,9.090e-01,0.643,,0.344,,0.106,-11.342,0.035,144.171,0.547,Rock
451,66.0,1.290e-01,,1.952e+05,0.830,0.000e+00,0.290,-5.430,0.065,95.004,,Rock
452,47.0,,0.682,2.411e+05,,0.000e+00,0.180,-9.690,0.335,170.049,0.366,Rap
453,50.0,1.930e-02,0.407,2.056e+05,0.821,2.060e-06,0.360,-4.987,0.066,99.814,0.610,Rock
454,27.0,5.890e-02,0.544,2.325e+05,0.484,2.920e-06,0.256,-7.111,0.025,144.872,0.519,Blues
455,32.0,4.650e-03,0.638,2.224e+05,0.587,9.090e-01,0.157,-6.266,0.041,145.036,0.323,Electronic
456,61.0,6.690e-03,0.600,2.565e+05,0.614,0.000e+00,0.166,-4.688,0.088,121.965,0.341,Rock
457,82.0,2.100e-03,0.592,3.297e+05,0.767,1.650e-03,0.127,-2.788,0.027,96.483,0.328,Rock
458,68.0,,0.635,2.174e+05,,0.000e+00,0.097,-4.862,0.258,82.142,0.638,Hip-Hop
459,59.0,1.440e-01,0.613,2.855e+05,0.531,3.740e-06,0.801,-9.172,,152.023,0.338,Rock
460,19.0,2.420e-03,0.396,2.816e+05,0.986,2.140e-05,0.338,-4.843,0.230,169.976,0.143,Anime
461,47.0,9.750e-01,0.360,-1.000e+00,0.366,2.290e-03,0.375,-11.636,0.068,80.491,0.386,Classical
462,46.0,8.900e-01,0.420,2.133e+05,0.426,0.000e+00,0.919,-8.648,0.027,120.406,0.489,Country
463,60.0,8.960e-01,0.726,2.145e+05,0.177,2.140e-06,0.116,-14.824,0.035,92.934,0.618,Rock
464,49.0,5.530e-01,0.681,,0.447,,0.122,-8.830,0.048,99.418,0.746,Rock
465,46.0,7.600e-04,0.505,2.234e+05,0.755,7.250e-02,0.348,-7.568,0.032,157.993,0.532,Electronic
466,61.0,1.590e-01,0.674,2.174e+05,0.705,6.110e-06,0.106,-7.516,0.026,95.990,0.635,Rock
467,,5.950e-01,0.503,,0.772,,,-6.205,0.032,,0.935,Rock
468,30.0,2.230e-01,0.637,2.246e+05,0.831,4.020e-01,0.114,-6.372,0.030,90.008,0.533,Jazz
469,8.0,9.540e-01,,1.617e+06,0.123,7.400e-01,0.711,-17.919,0.040,56.855,,Classical
470,74.0,1.760e-01,0.714,2.222e+05,0.735,6.220e-04,0.115,-7.125,0.031,123.570,0.680,Rock
471,64.0,3.470e-01,0.669,2.755e+05,0.707,7.160e-04,0.100,-13.660,0.048,124.335,0.806,Rock
472,,8.880e-01,,,0.471,,0.103,-10.544,0.037,146.322,,Classical
473,59.0,7.580e-03,0.640,2.270e+05,0.469,4.530e-04,0.071,-8.718,0.041,90.001,0.305,Rock
474,38.0,1.930e-01,0.612,3.941e+05,0.481,1.190e-04,0.108,-7.158,0.029,90.033,0.467,Jazz
475,53.0,9.030e-01,0.637,2.142e+05,0.129,0.000e+00,0.107,-11.890,0.041,139.742,0.368,Rock
476,,6.150e-01,,,0.272,,,-10.575,0.044,,,Rock
477,69.0,6.440e-01,0.561,2.673e+05,0.337,8.790e-05,0.670,-9.272,0.028,109.373,0.273,Rock
478,32.0,7.650e-01,0.696,,0.617,,,-7.973,0.030,,0.470,Jazz
479,55.0,1.310e-01,0.567,2.908e+05,0.569,1.100e-02,0.071,-11.963,0.034,109.293,0.750,Rock
480,53.0,3.440e-02,0.479,2.453e+05,0.718,0.000e+00,0.282,-4.271,0.037,149.576,0.398,Rock
481,71.0,,0.787,1.757e+05,,0.000e+00,0.102,-7.676,0.069,120.406,0.210,Hip-Hop
482,41.0,5.780e-01,0.611,,0.425,,0.060,-11.332,0.047,120.150,0.654,Jazz
483,55.0,2.450e-01,0.667,2.737e+05,0.647,2.970e-04,0.063,-7.787,0.049,143.995,0.300,Rock
484,21.0,2.660e-04,,-1.000e+00,0.949,3.720e-05,0.336,-4.046,0.051,150.003,,Anime
485,53.0,5.910e-03,,-1.000e+00,0.812,4.940e-04,0.408,-6.398,,146.200,,Rock
486,52.0,3.470e-04,,2.721e+05,0.828,1.440e-01,0.128,-5.453,,81.861,,Rock
487,44.0,3.540e-04,0.272,2.044e+05,0.908,3.620e-02,0.180,-7.928,0.103,160.913,0.380,Alternative
488,32.0,9.040e-01,0.393,3.865e+05,0.129,5.870e-01,0.100,-23.347,0.039,120.123,0.645,Classical
489,59.0,,0.624,1.998e+05,,1.700e-04,0.110,-6.658,0.032,91.973,0.367,Rock
490,51.0,1.840e-01,0.754,2.089e+05,0.801,0.000e+00,0.132,-5.992,0.350,120.406,0.391,Jazz
491,55.0,6.580e-02,,2.532e+05,0.589,5.340e-05,0.086,-8.249,0.032,115.283,,Rock
492,39.0,3.780e-01,0.927,1.952e+05,0.418,2.430e-06,0.117,-5.181,0.045,101.032,0.921,Jazz
493,36.0,2.890e-01,0.554,2.996e+05,0.811,0.000e+00,0.363,-4.481,0.046,160.170,0.737,Anime
494,61.0,6.950e-03,0.793,2.256e+05,0.554,0.000e+00,0.127,-6.624,0.045,119.993,0.225,Rap
495,64.0,5.370e-02,0.628,2.017e+05,0.845,0.000e+00,0.378,,0.040,115.999,0.801,Rock
