transaction_id,account_id,transaction_date,amount,transaction_type
551,130,2024-07-04,2562.458401285693,Transfer
552,135,2024-07-05,2596.665948466929,Transfer
553,91,2024-07-06,4869.163718211397,Deposit
554,17,2024-07-07,6610.875144008426,Transfer
555,128,2024-07-08,4171.2057152961115,Transfer
556,108,2024-07-09,3376.4279465994578,Withdrawal
557,25,2024-07-10,2157.5636964778573,Withdrawal
558,88,2024-07-11,-15758.05258452339,Deposit
559,29,2024-07-12,-437.9550972509412,Withdrawal
560,63,2024-07-13,-3707.9475867532274,Deposit
561,150,2024-07-14,7053.6976946954255,Deposit
562,114,2024-07-15,4095.185991431468,Deposit
563,49,2024-07-16,-1290.684936068671,Transfer
564,81,2024-07-17,-788.5859113462213,Withdrawal
565,84,2024-07-18,-969.9068165121064,Deposit
566,105,2024-07-19,-1059.1307715945986,Withdrawal
567,148,2024-07-20,-6222.787217623986,Deposit
568,118,2024-07-21,-7306.397466388838,Withdrawal
569,86,2024-07-22,1145.23386190872,Withdrawal
570,63,2024-07-23,6376.570696796773,Deposit
571,104,2024-07-24,-1688.4484871393138,Transfer
572,49,2024-07-25,2517.223754620226,Withdrawal
573,71,2024-07-26,4671.304585883626,Transfer
574,1,2024-07-27,-3966.8910279192833,Transfer
575,141,2024-07-28,900.1228564004846,Deposit
576,123,2024-07-29,-2332.602406367575,Deposit
577,62,2024-07-30,9030.59745915647,Deposit
578,32,2024-07-31,8812.297534310572,Withdrawal
579,29,2024-08-01,-3961.7141993742534,Deposit
580,49,2024-08-02,2929.421915421629,Deposit
581,30,2024-08-03,6337.996504062452,Withdrawal
582,144,2024-08-04,5241.64750188165,Withdrawal
583,19,2024-08-05,28156.303498436555,Deposit
584,18,2024-08-06,7532.787308821738,Deposit
585,1,2024-08-07,-3522.573444947164,Deposit
586,78,2024-08-08,-515.4647219734613,Deposit
587,115,2024-08-09,-3388.212098797875,Transfer
588,113,2024-08-10,4912.4674735031085,Transfer
589,114,2024-08-11,-1913.1843714972579,Deposit
590,63,2024-08-12,143.7541228145717,Transfer
591,132,2024-08-13,4088.351841328744,Withdrawal
592,129,2024-08-14,4491.2495688890795,Transfer
593,8,2024-08-15,-3535.631731276253,Transfer
594,55,2024-08-16,6283.276418863961,Deposit
595,103,2024-08-17,3278.4483433362566,Transfer
596,131,2024-08-18,-4408.514197902007,Transfer
597,32,2024-08-19,-5638.579478783065,Transfer
598,10,2024-08-20,920.9014486896613,Transfer
599,110,2024-08-21,5250.469946584044,Withdrawal
600,124,2024-08-22,5378.579312004901,Deposit
601,87,2024-08-23,2780.834386124213,Deposit
602,55,2024-08-24,1243.3741916341294,Withdrawal
603,32,2024-08-25,3558.688345395026,Transfer
604,135,2024-08-26,-3276.6525719462925,Withdrawal
605,93,2024-08-27,9434.939315126958,Transfer
606,8,2024-08-28,9369.692090612603,Withdrawal
607,65,2024-08-29,3144.0615731034886,Deposit
608,57,2024-08-30,1986.50209996426,Deposit
609,67,2024-08-31,-1057.1048632968514,Deposit
610,72,2024-09-01,3643.744228998304,Transfer
611,54,2024-09-02,-2456.586855083884,Transfer
612,67,2024-09-03,-10118.060154977653,Withdrawal
613,51,2024-09-04,-12570.536502455432,Withdrawal
614,97,2024-09-05,-2997.491665817433,Deposit
615,92,2024-09-06,1781.8906145913882,Transfer
616,8,2024-09-07,2659.8586697674136,Withdrawal
617,35,2024-09-08,-1433.7850425464248,Transfer
618,96,2024-09-09,1709.1758357145166,Transfer
619,88,2024-09-10,-371.14178527265517,Deposit
620,78,2024-09-11,-3996.563788250687,Deposit
621,32,2024-09-12,731.2774551543741,Transfer
622,120,2024-09-13,5064.7855618282465,Transfer
623,46,2024-09-14,-3770.308738731611,Transfer
624,144,2024-09-15,-3768.0230650984904,Transfer
625,142,2024-09-16,-4346.252969760791,Deposit
626,55,2024-09-17,-8682.593672540579,Withdrawal
627,7,2024-09-18,-1401.0118707350935,Deposit
628,74,2024-09-19,4570.430564762655,Withdrawal
629,7,2024-09-20,1869.5804191688135,Transfer
630,85,2024-09-21,153.74557971846696,Withdrawal
631,147,2024-09-22,1645.3239912008444,Deposit
632,112,2024-09-23,-1444.907437145791,Deposit
633,125,2024-09-24,-8739.433186317361,Transfer
634,147,2024-09-25,4918.593909072829,Deposit
635,36,2024-09-26,6355.622868923256,Transfer
636,29,2024-09-27,-2640.7838803389354,Deposit
637,82,2024-09-28,245.82189696722094,Deposit
638,2,2024-09-29,-184.9958553008007,Transfer
639,129,2024-09-30,2756.444047122708,Withdrawal
640,47,2024-10-01,9449.46728313145,Deposit
641,148,2024-10-02,6798.956226446528,Withdrawal
642,11,2024-10-03,-884.5711270694801,Deposit
643,130,2024-10-04,3712.319307501185,Deposit
644,119,2024-10-05,7271.784342863563,Deposit
645,140,2024-10-06,3041.72582197389,Deposit
646,20,2024-10-07,19530.059555982756,Withdrawal
647,5,2024-10-08,3230.000473335929,Withdrawal
648,37,2024-10-09,-2516.3576128173663,Deposit
649,137,2024-10-10,-1786.4056205204051,Deposit
650,53,2024-10-11,-4320.171176005487,Withdrawal
651,99,2024-10-12,2535.322582851216,Transfer
652,86,2024-10-13,342.9854698888091,Transfer
653,108,2024-10-14,-3115.590306740398,Withdrawal
654,24,2024-10-15,179.1029418974747,Deposit
655,81,2024-10-16,3349.9913038158497,Deposit
656,120,2024-10-17,10573.56152998996,Transfer
657,59,2024-10-18,6060.339323519291,Transfer
658,128,2024-10-19,-10420.739287411701,Withdrawal
659,114,2024-10-20,2196.5423341017286,Transfer
660,115,2024-10-21,8146.621313564273,Withdrawal
661,14,2024-10-22,-5689.367456051163,Transfer
662,9,2024-10-23,3757.796351062119,Transfer
663,40,2024-10-24,-183.21092765522963,Transfer
664,25,2024-10-25,6751.452654580804,Deposit
665,103,2024-10-26,3021.2859750672615,Deposit
666,22,2024-10-27,-3420.077272796032,Deposit
667,4,2024-10-28,-4.257391453097966,Transfer
668,29,2024-10-29,291.52161976188415,Withdrawal
669,109,2024-10-30,384.1089259497536,Withdrawal
670,98,2024-10-31,6596.314723876314,Withdrawal
671,37,2024-11-01,-3213.0996069511502,Withdrawal
672,75,2024-11-02,6015.256548305919,Deposit
673,70,2024-11-03,-511.24837960760055,Deposit
674,146,2024-11-04,2117.555531645825,Transfer
675,128,2024-11-05,1361.8879314051703,Transfer
676,85,2024-11-06,890.9733095908267,Withdrawal
677,42,2024-11-07,931.9858277733883,Deposit
678,100,2024-11-08,8286.792791355105,Withdrawal
679,41,2024-11-09,5212.249624530723,Transfer
680,34,2024-11-10,-16271.56895799299,Transfer
681,17,2024-11-11,8913.936270610457,Withdrawal
682,122,2024-11-12,2373.405369964264,Transfer
683,76,2024-11-13,2788.1212966194717,Withdrawal
684,87,2024-11-14,-3186.5953966569577,Deposit
685,117,2024-11-15,-1487.4932920257002,Withdrawal
686,106,2024-11-16,-2442.517539635878,Deposit
687,86,2024-11-17,1430.364324968375,Deposit
688,27,2024-11-18,4193.915397241046,Transfer
689,57,2024-11-19,2836.161497111067,Transfer
690,31,2024-11-20,8940.220780347909,Transfer
691,134,2024-11-21,-3438.7900260561755,Withdrawal
692,98,2024-11-22,1574.3452176944106,Withdrawal
693,12,2024-11-23,-5414.696646491473,Transfer
694,53,2024-11-24,-3609.3548580163106,Withdrawal
695,138,2024-11-25,7322.891886692318,Transfer
696,145,2024-11-26,-1315.8243323573283,Withdrawal
697,122,2024-11-27,-3016.8189803013547,Deposit
698,46,2024-11-28,-9649.884377914736,Deposit
699,64,2024-11-29,-3066.773238944588,Transfer
700,130,2024-11-30,-26.401370974894462,Withdrawal
701,54,2024-12-01,-5787.014798931054,Withdrawal
702,107,2024-12-02,-313.9169449123433,Deposit
703,51,2024-12-03,7353.155303291117,Deposit
704,36,2024-12-04,-2536.5267016416633,Transfer
705,115,2024-12-05,-3716.9152468496786,Deposit
706,26,2024-12-06,-92390.14668650931,Transfer
707,29,2024-12-07,-4708.820462579,Deposit
708,149,2024-12-08,3677.887234442145,Deposit
709,11,2024-12-09,1243.3436844152532,Withdrawal
710,40,2024-12-10,5784.2843963778705,Deposit
711,11,2024-12-11,11099.189458271276,Deposit
712,113,2024-12-12,-8151.95565954574,Transfer
713,39,2024-12-13,2900.393542208866,Deposit
714,54,2024-12-14,-4593.096672167799,Transfer
715,98,2024-12-15,4944.496490167254,Deposit
716,55,2024-12-16,-359.56000536718125,Deposit
717,111,2024-12-17,1136.613804320867,Transfer
718,150,2024-12-18,-5415.88713964904,Withdrawal
719,69,2024-12-19,-1132.1351255658374,Transfer
720,56,2024-12-20,1448.311255541298,Transfer
721,33,2024-12-21,7780.390734033541,Transfer
722,36,2024-12-22,-2972.8026370427715,Withdrawal
723,148,2024-12-23,-1753.457857651565,Deposit
724,81,2024-12-24,5721.448210911407,Transfer
725,109,2024-12-25,-3296.7014184965537,Transfer
726,73,2024-12-26,6711.925719870628,Withdrawal
727,40,2024-12-27,954.5671263687203,Transfer
728,17,2024-12-28,2515.6148079592163,Deposit
729,129,2024-12-29,2837.6115125468523,Withdrawal
730,61,2024-12-30,-2081.1027670330395,Deposit
731,104,2024-12-31,2949.4340973619755,Deposit
732,42,2025-01-01,-2861.8489215715013,Withdrawal
733,25,2025-01-02,-1510.5150204943993,Transfer
734,39,2025-01-03,3793.454830166377,Deposit
735,35,2025-01-04,2466.969778209515,Deposit
736,131,2025-01-05,625.1752458047613,Deposit
737,108,2025-01-06,-5293.6582463150535,Deposit
738,102,2025-01-07,-4045.7914467481505,Withdrawal
739,98,2025-01-08,2383.5452195249227,Withdrawal
740,12,2025-01-09,4660.70281742558,Deposit
741,19,2025-01-10,-90964.55045207571,Transfer
742,101,2025-01-11,-3199.126237260838,Deposit
743,44,2025-01-12,1670.9258708885973,Transfer
744,49,2025-01-13,1563.9393131454665,Deposit
745,17,2025-01-14,-7119.786043805206,Transfer
746,74,2025-01-15,1807.8150671999451,Deposit
747,57,2025-01-16,-1991.8390511510938,Transfer
748,55,2025-01-17,9205.233148644791,Deposit
749,47,2025-01-18,2245.992713678281,Deposit
750,12,2025-01-19,3107.3672493795143,Transfer
751,62,2025-01-20,3236.796510953054,Withdrawal
752,80,2025-01-21,-5069.636903262822,Transfer
753,83,2025-01-22,10719.384465543017,Withdrawal
754,8,2025-01-23,-7114.556237255867,Deposit
755,149,2025-01-24,4978.515708498711,Transfer
756,81,2025-01-25,4093.319687403246,Transfer
757,118,2025-01-26,-1385.0118995648,Transfer
758,25,2025-01-27,4332.251583566946,Withdrawal
759,89,2025-01-28,-587.8659941186895,Withdrawal
760,12,2025-01-29,-2377.3072242788908,Deposit
761,143,2025-01-30,3347.7958467646367,Withdrawal
762,59,2025-01-31,-4032.80495543951,Withdrawal
763,109,2025-02-01,-121.27579378784867,Deposit
764,26,2025-02-02,-39417.67487299575,Transfer
765,47,2025-02-03,-679.8975478647246,Transfer
766,32,2025-02-04,3163.6429956509214,Deposit
767,10,2025-02-05,-1971.8318617310306,Transfer
768,16,2025-02-06,38.38043463817712,Withdrawal
769,145,2025-02-07,-1515.7262595079073,Deposit
770,26,2025-02-08,164399.6665574546,Deposit
771,86,2025-02-09,2713.0619910694504,Deposit
772,135,2025-02-10,2100.3481648335965,Transfer
773,14,2025-02-11,4417.09252311712,Deposit
774,79,2025-02-12,-1970.672883874433,Deposit
775,117,2025-02-13,5296.286124999202,Deposit
776,7,2025-02-14,2730.8887291637075,Transfer
777,137,2025-02-15,-6804.454513770327,Withdrawal
778,115,2025-02-16,-6140.154165503824,Deposit
779,72,2025-02-17,-1861.4852639203286,Withdrawal
780,59,2025-02-18,-5605.0324793258505,Transfer
781,82,2025-02-19,-191.39230349791592,Transfer
782,116,2025-02-20,-4068.6899570793194,Transfer
783,146,2025-02-21,511.3847346454061,Transfer
784,103,2025-02-22,8058.5468796572795,Withdrawal
785,17,2025-02-23,753.1154822190748,Deposit
786,14,2025-02-24,-514.8222745096436,Transfer
787,108,2025-02-25,2941.213238926721,Transfer
788,45,2025-02-26,-2482.0989646130174,Withdrawal
789,98,2025-02-27,5217.071546979999,Withdrawal
790,131,2025-02-28,3476.0647656205597,Transfer
791,37,2025-03-01,1194.3278102428187,Deposit
792,108,2025-03-02,1771.5791581679318,Deposit
793,39,2025-03-03,11208.72955281426,Transfer
794,15,2025-03-04,5711.56105133934,Withdrawal
795,120,2025-03-05,11997.63315580667,Transfer
796,4,2025-03-06,3660.1509664622613,Transfer
797,93,2025-03-07,-6358.457213353441,Withdrawal
798,141,2025-03-08,-310.8685143192042,Transfer
799,16,2025-03-09,-7501.02437274033,Transfer
800,108,2025-03-10,3641.5151733345915,Transfer
801,126,2025-03-11,4727.020986727009,Withdrawal
802,55,2025-03-12,-3429.5799797963955,Deposit
803,34,2025-03-13,-45563.63796468532,Deposit
804,13,2025-03-14,1743.7544811760763,Withdrawal
805,141,2025-03-15,-4990.52031632109,Deposit
806,18,2025-03-16,-5365.798846212665,Transfer
807,96,2025-03-17,7193.160240205604,Deposit
808,123,2025-03-18,1573.5530908198416,Transfer
809,39,2025-03-19,-1790.5467885297799,Deposit
810,46,2025-03-20,-7460.594442786096,Withdrawal
811,29,2025-03-21,5261.756784472361,Deposit
812,62,2025-03-22,-2422.591061084846,Deposit
813,16,2025-03-23,10303.422229352693,Deposit
814,121,2025-03-24,5296.550488467224,Withdrawal
815,10,2025-03-25,-3040.7092720363453,Deposit
816,103,2025-03-26,-2577.358485657359,Withdrawal
817,84,2025-03-27,9609.255814721659,Transfer
818,133,2025-03-28,578.7027658274767,Deposit
819,65,2025-03-29,-1566.5561416168484,Withdrawal
820,3,2025-03-30,1138.6084423828502,Withdrawal
821,142,2025-03-31,-1589.563250268951,Deposit
822,120,2025-04-01,2205.242385540825,Transfer
823,68,2025-04-02,620.8818924086847,Withdrawal
824,146,2025-04-03,5377.5399025575425,Deposit
825,37,2025-04-04,-942.8705161956325,Transfer
826,73,2025-04-05,-3424.0818334482346,Withdrawal
827,143,2025-04-06,-744.9234831179281,Withdrawal
828,49,2025-04-07,-775.4194911202303,Transfer
829,121,2025-04-08,612.3309240300327,Transfer
830,88,2025-04-09,4172.701440286124,Deposit
831,140,2025-04-10,3899.5448373596023,Deposit
832,37,2025-04-11,6998.293379292841,Withdrawal
833,61,2025-04-12,-3057.4483886676217,Transfer
834,124,2025-04-13,2943.6006152555437,Transfer
835,39,2025-04-14,4636.599235103573,Transfer
836,63,2025-04-15,-2371.102031559319,Withdrawal
837,46,2025-04-16,-38.155264911895074,Transfer
838,88,2025-04-17,-7749.889371093985,Transfer
839,11,2025-04-18,5534.288475628675,Withdrawal
840,62,2025-04-19,-77.4910115993464,Deposit
841,77,2025-04-20,5032.820883404997,Deposit
842,52,2025-04-21,2030.2475893975657,Withdrawal
843,4,2025-04-22,74.17385512563249,Transfer
844,59,2025-04-23,-6964.013996762429,Withdrawal
845,72,2025-04-24,-6074.7630535822,Deposit
846,148,2025-04-25,-11965.730921708711,Deposit
847,93,2025-04-26,-1813.067414143281,Withdrawal
848,63,2025-04-27,12391.24351590624,Withdrawal
849,54,2025-04-28,-5439.736947589998,Deposit
850,117,2025-04-29,-12157.15941709953,Withdrawal
851,110,2025-04-30,5813.3445979276585,Deposit
852,74,2025-05-01,12818.589346483506,Withdrawal
853,107,2025-05-02,2489.6053262990135,Withdrawal
854,57,2025-05-03,2443.6619735998,Withdrawal
855,3,2025-05-04,-549.4103682187565,Deposit
856,120,2025-05-05,-7971.286152550299,Withdrawal
857,6,2025-05-06,-6253.559588717382,Deposit
858,5,2025-05-07,-583.766646992591,Deposit
859,5,2025-05-08,-1542.2767001487177,Withdrawal
860,54,2025-05-09,424.13536115028955,Withdrawal
861,47,2025-05-10,5146.6241196407955,Deposit
862,9,2025-05-11,-1909.1891595851043,Deposit
863,99,2025-05-12,5248.583782023056,Transfer
864,20,2025-05-13,-37528.970990277,Deposit
865,122,2025-05-14,6191.197964328784,Transfer
866,61,2025-05-15,1431.8378353671171,Transfer
867,123,2025-05-16,-1179.1517046075605,Transfer
868,82,2025-05-17,1346.4703027444484,Withdrawal
869,62,2025-05-18,-467.69421078783375,Withdrawal
870,145,2025-05-19,1565.6711883998582,Deposit
871,3,2025-05-20,4790.530992587359,Transfer
872,13,2025-05-21,563.9220079217502,Withdrawal
873,120,2025-05-22,-847.8442642689056,Withdrawal
874,125,2025-05-23,-4617.581024554146,Withdrawal
875,89,2025-05-24,3895.8900964585728,Withdrawal
876,73,2025-05-25,2741.3611320136247,Withdrawal
877,68,2025-05-26,-4909.714254637604,Transfer
878,142,2025-05-27,5177.471389603805,Transfer
879,101,2025-05-28,-4990.920163011679,Transfer
880,98,2025-05-29,6146.108956169467,Transfer
881,11,2025-05-30,4439.316635935089,Deposit
882,105,2025-05-31,3098.3276129903475,Transfer
883,67,2025-06-01,-884.9757958351809,Withdrawal
884,123,2025-06-02,3878.898913332264,Transfer
885,29,2025-06-03,6381.859976205902,Deposit
886,137,2025-06-04,3961.7596055408667,Withdrawal
887,76,2025-06-05,-2351.250108631188,Transfer
888,9,2025-06-06,2337.0349117773203,Transfer
889,40,2025-06-07,6660.1749314751805,Transfer
890,25,2025-06-08,11995.490902783517,Withdrawal
891,5,2025-06-09,-26.064872495981263,Withdrawal
892,139,2025-06-10,105788.31061314304,Deposit
893,124,2025-06-11,6672.402600421593,Withdrawal
894,38,2025-06-12,-3062.024994948819,Withdrawal
895,72,2025-06-13,9910.391590307407,Transfer
896,133,2025-06-14,-4325.923420417229,Withdrawal
897,90,2025-06-15,5044.92757516488,Transfer
898,146,2025-06-16,2526.59889773533,Transfer
899,37,2025-06-17,1277.8777999907998,Withdrawal
900,60,2025-06-18,13734.16640724322,Deposit
901,28,2025-06-19,-506.27617663400565,Deposit
902,81,2025-06-20,-586.7279636430421,Withdrawal
903,114,2025-06-21,7657.394036988976,Deposit
904,40,2025-06-22,4809.018890433916,Transfer
905,45,2025-06-23,7410.4946047927715,Transfer
906,62,2025-06-24,1584.346911705567,Withdrawal
907,93,2025-06-25,2584.7130850608146,Deposit
908,115,2025-06-26,10504.678064972872,Deposit
909,67,2025-06-27,-3179.7703979034814,Transfer
910,56,2025-06-28,485.6147795416981,Withdrawal
911,40,2025-06-29,4991.270357127224,Deposit
912,98,2025-06-30,20.695899560811085,Withdrawal
913,40,2025-07-01,-1850.7293964151777,Deposit
914,91,2025-07-02,4092.4225639326105,Transfer
915,33,2025-07-03,7679.028332457472,Transfer
916,6,2025-07-04,295.82818597071457,Withdrawal
917,147,2025-07-05,157.05189594625494,Transfer
918,80,2025-07-06,-2238.4401284171545,Deposit
919,92,2025-07-07,-479.8842170286712,Transfer
920,97,2025-07-08,6418.030399150928,Withdrawal
921,59,2025-07-09,1405.3143534682845,Withdrawal
922,59,2025-07-10,-3024.9533046514407,Withdrawal
923,48,2025-07-11,2311.811901618313,Deposit
924,13,2025-07-12,6255.970054930203,Deposit
925,107,2025-07-13,-1809.4283177371435,Deposit
926,45,2025-07-14,-5643.026097977817,Deposit
927,89,2025-07-15,11954.12579936376,Deposit
928,100,2025-07-16,-5892.646750216236,Transfer
929,7,2025-07-17,-795.1128192789283,Deposit
930,133,2025-07-18,2160.6425592933483,Deposit
931,45,2025-07-19,-362.1385062214563,Transfer
932,58,2025-07-20,625.4457767249064,Deposit
933,31,2025-07-21,3884.1908393729677,Withdrawal
934,23,2025-07-22,-10958.608288563968,Deposit
935,138,2025-07-23,-5334.472357619256,Deposit
936,107,2025-07-24,1221.2969303516459,Withdrawal
937,39,2025-07-25,-1021.0850598680499,Withdrawal
938,82,2025-07-26,1647.0562913779881,Withdrawal
939,100,2025-07-27,2138.2664131565207,Withdrawal
940,2,2025-07-28,-9579.599977354961,Deposit
941,77,2025-07-29,7368.201660758232,Withdrawal
942,12,2025-07-30,-1491.3394155017486,Withdrawal
943,39,2025-07-31,-3327.5659238800326,Transfer
944,13,2025-08-01,2041.776479796396,Withdrawal
945,46,2025-08-02,1535.801138911216,Withdrawal
946,113,2025-08-03,6983.454088273189,Transfer
947,17,2025-08-04,2359.365813850085,Transfer
948,104,2025-08-05,6790.554240121502,Deposit
949,98,2025-08-06,-3690.886877138528,Transfer
950,88,2025-08-07,1709.3052760374958,Deposit
951,109,2025-08-08,-4573.738536624446,Transfer
952,70,2025-08-09,1488.3792778013974,Transfer
953,74,2025-08-10,428.5602219905725,Deposit
954,63,2025-08-11,213.51287399548482,Transfer
955,60,2025-08-12,257.36223819183624,Deposit
956,79,2025-08-13,4681.9473509229865,Transfer
957,37,2025-08-14,-7036.798285012898,Withdrawal
958,22,2025-08-15,-3498.9393139208623,Transfer
959,148,2025-08-16,797.1408662741227,Deposit
960,96,2025-08-17,-4893.315447356249,Transfer
961,68,2025-08-18,1230.5705310052203,Deposit
962,17,2025-08-19,745.7373937946261,Deposit
963,12,2025-08-20,-6018.783225262916,Withdrawal
964,150,2025-08-21,-6265.825731271388,Withdrawal
965,145,2025-08-22,-12118.941177746328,Deposit
966,138,2025-08-23,-5103.350248409564,Transfer
967,118,2025-08-24,1071.6162910529993,Deposit
968,22,2025-08-25,1780.9391147043873,Deposit
969,120,2025-08-26,2009.497798142254,Transfer
970,50,2025-08-27,-2889.594063336904,Transfer
971,14,2025-08-28,908.4825798925526,Transfer
972,29,2025-08-29,2986.223046207264,Transfer
973,125,2025-08-30,-5340.177747505765,Deposit
974,7,2025-08-31,1616.6453719526994,Deposit
975,29,2025-09-01,4282.406059175458,Withdrawal
976,139,2025-09-02,-29077.21298228808,Deposit
977,33,2025-09-03,6311.1716517480145,Transfer
978,134,2025-09-04,-1337.17171912485,Withdrawal
979,111,2025-09-05,-3300.3042756153754,Transfer
980,79,2025-09-06,3784.2058927646017,Deposit
981,58,2025-09-07,11166.468847332284,Withdrawal
982,26,2025-09-08,28535.361888780906,Transfer
983,29,2025-09-09,4174.5390205686,Withdrawal
984,4,2025-09-10,-1543.5861054892202,Withdrawal
985,99,2025-09-11,-5208.081098980138,Deposit
986,141,2025-09-12,1831.328229503667,Transfer
987,39,2025-09-13,2621.9998589395555,Withdrawal
988,15,2025-09-14,-789.5554519058112,Withdrawal
989,119,2025-09-15,4155.282590107529,Transfer
990,29,2025-09-16,-2270.4000490716003,Withdrawal
991,75,2025-09-17,-3510.4313292587103,Withdrawal
992,116,2025-09-18,6303.2146524308255,Withdrawal
993,32,2025-09-19,6326.738132708153,Transfer
994,130,2025-09-20,-2171.715529178393,Transfer
995,84,2025-09-21,9594.25245202411,Transfer
996,22,2025-09-22,-435.5334626512465,Transfer
997,27,2025-09-23,1423.914323219794,Deposit
998,81,2025-09-24,576.7372907578606,Withdrawal
999,126,2025-09-25,3618.8010872283985,Transfer
1000,92,2025-09-26,2357.1074690047126,Withdrawal
